place_id,place,name,Type,Best Season,Activities,Location,description,Rating,festival,No of People Visited,image,price per night
705,Gundlupet,Sharanas Camps,Cultural,Monsoon,Birdwatching,"Gundlupet, Chamarajanagara",Cultural spot known for serenity.,2.7,Mahashivaratri,22926,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,5177
706,Gundlupet,Mallige Stay,Adventure,Monsoon,Camping,"Gundlupet, Chamarajanagara",Adventure spot known for history.,3.8,Dasara,12059,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,9914
707,Bandipur,Kalyani Stay,Pilgrimage,Summer,Birdwatching,"Bandipur, Chamarajanagara",Pilgrimage spot known for beauty.,3.2,Dasara,2403,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5947
708,Gundlupet,Waterfall Homestay,Wildlife,Winter,Temple visit,"Gundlupet, Chamarajanagara",Wildlife spot known for pilgrimage.,3.6,Dasara,8984,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,6933
709,Bandipur,Ilkal Inn,Camping,Monsoon,Temple visit,"Bandipur, Chamarajanagara",Camping spot known for serenity.,4.1,Mahashivaratri,1079,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,4547
710,Kollegal,Rudra Resort,Heritage,Winter,Birdwatching,"Kollegal, Chamarajanagara",Heritage spot known for nature.,4.5,Karthika Deepotsava,19199,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6060
711,Chamarajanagar Town,Waterfall Camps,Wildlife,Summer,Birdwatching,"Chamarajanagar Town, Chamarajanagara",Wildlife spot known for beauty.,1.9,Ugadi,8303,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6966
712,MM Hills,Mallige Guest House,Adventure,Monsoon,Boating,"MM Hills, Chamarajanagara",Adventure spot known for history.,4.5,Ugadi,5641,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8393
713,MM Hills,Kalyani Homestay,Nature,Winter,Camping,"MM Hills, Chamarajanagara",Nature spot known for serenity.,2.8,Makar Sankranti,19252,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,6958
714,Kollegal,Krishna Guest House,Camping,Summer,Boating,"Kollegal, Chamarajanagara",Camping spot known for adventure.,3.8,Mahashivaratri,12435,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7645
715,Chamarajanagar Town,Ilkal Camps,Nature,Winter,Temple visit,"Chamarajanagar Town, Chamarajanagara",Nature spot known for beauty.,1.8,Mahashivaratri,18558,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7093
716,Gundlupet,Waterfall Resort,Camping,Winter,Birdwatching,"Gundlupet, Chamarajanagara",Camping spot known for culture.,3.6,Ugadi,10133,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8154
717,Kollegal,Ilkal Stay,Pilgrimage,Summer,Camping,"Kollegal, Chamarajanagara",Pilgrimage spot known for history.,3.5,Mahashivaratri,12652,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,8608
718,Gundlupet,Ilkal Resort,Wildlife,Summer,Temple visit,"Gundlupet, Chamarajanagara",Wildlife spot known for serenity.,4,Makar Sankranti,9713,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8186
719,Kollegal,Heritage Retreat,Heritage,Summer,Shopping,"Kollegal, Chamarajanagara",Heritage spot known for beauty.,1.6,Mahashivaratri,2892,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,6594
720,Chamarajanagar Town,Kalyani Resort,Wildlife,Monsoon,Boating,"Chamarajanagar Town, Chamarajanagara",Wildlife spot known for serenity.,2.8,Basava Jayanthi,15389,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,3765
721,Kalasa,Krishna Cottages,Camping,Summer,Camping,"Kalasa, Chikkamagaluru",Camping spot known for pilgrimage.,2,Dasara,3729,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,6732
722,Chikmagalur City,Kalyani Camps,Heritage,Summer,Temple visit,"Chikmagalur City, Chikkamagaluru",Heritage spot known for beauty.,2.9,Ugadi,19731,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,4992
723,Mullayanagiri,Heritage Retreat,Adventure,Summer,Trekking,"Mullayanagiri, Chikkamagaluru",Adventure spot known for culture.,1.7,Karthika Deepotsava,23139,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,6915
724,Kudremukh,Nirvana Cottages,Pilgrimage,Summer,Trekking,"Kudremukh, Chikkamagaluru",Pilgrimage spot known for nature.,3.3,Karthika Deepotsava,7052,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,4077
725,Sringeri,Vaibhava Stay,Pilgrimage,Summer,Trekking,"Sringeri, Chikkamagaluru",Pilgrimage spot known for beauty.,4.9,Diwali,5650,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5559
726,Kalasa,Kalyani Stay,Cultural,Monsoon,Temple visit,"Kalasa, Chikkamagaluru",Cultural spot known for history.,3.9,Makar Sankranti,12642,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,6093
727,Chikmagalur City,Ilkal Resort,Wildlife,Monsoon,Trekking,"Chikmagalur City, Chikkamagaluru",Wildlife spot known for history.,3.1,Ugadi,19543,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,6743
728,Chikmagalur City,Vaibhava Retreat,Wildlife,Monsoon,Boating,"Chikmagalur City, Chikkamagaluru",Wildlife spot known for peace.,4.3,Basava Jayanthi,23115,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,3677
729,Sringeri,Rudra Cottages,Camping,Monsoon,Trekking,"Sringeri, Chikkamagaluru",Camping spot known for beauty.,2,Mahashivaratri,9227,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,8316
730,Kudremukh,Sharanas Cottages,Wildlife,Summer,Temple visit,"Kudremukh, Chikkamagaluru",Wildlife spot known for history.,2.9,Karthika Deepotsava,6572,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,8050
731,Kalasa,Vaibhava Camps,Camping,Winter,Temple visit,"Kalasa, Chikkamagaluru",Camping spot known for history.,3.4,Banashankari Jatre,22398,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,3991
732,Kalasa,Rudra Cottages,Adventure,Monsoon,Temple visit,"Kalasa, Chikkamagaluru",Adventure spot known for adventure.,2.8,Banashankari Jatre,16088,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,9257
733,Mullayanagiri,Heritage Guest House,Wildlife,Winter,Boating,"Mullayanagiri, Chikkamagaluru",Wildlife spot known for beauty.,2.4,Diwali,22484,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,6205
734,Chikmagalur City,Krishna Camps,Pilgrimage,Monsoon,Shopping,"Chikmagalur City, Chikkamagaluru",Pilgrimage spot known for peace.,2.7,Basava Jayanthi,6395,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,3454
735,Chikmagalur City,Rudra Homestay,Camping,Winter,Sightseeing,"Chikmagalur City, Chikkamagaluru",Camping spot known for serenity.,4.3,Mahashivaratri,22173,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,6770
736,Mullayanagiri,Sharanas Stay,Wildlife,Monsoon,Camping,"Mullayanagiri, Chikkamagaluru",Wildlife spot known for beauty.,2.2,Karthika Deepotsava,9036,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,8503
737,Kudremukh,Krishna Homestay,Cultural,Monsoon,Sightseeing,"Kudremukh, Chikkamagaluru",Cultural spot known for pilgrimage.,3.1,Dasara,5887,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,6626
738,Chikmagalur City,Heritage Inn,Heritage,Summer,Boating,"Chikmagalur City, Chikkamagaluru",Heritage spot known for pilgrimage.,3.1,Basava Jayanthi,18131,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7816
739,Kalasa,Heritage Stay,Cultural,Winter,Birdwatching,"Kalasa, Chikkamagaluru",Cultural spot known for pilgrimage.,3,Basava Jayanthi,5662,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,6340
740,Kalasa,Waterfall Camps,Nature,Winter,Sightseeing,"Kalasa, Chikkamagaluru",Nature spot known for adventure.,4.8,Ugadi,19717,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7054
741,Sringeri,Rudra Guest House,Adventure,Monsoon,Camping,"Sringeri, Chikkamagaluru",Adventure spot known for beauty.,3.5,Diwali,3964,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7745
742,Kudremukh,Krishna Resort,Adventure,Winter,Sightseeing,"Kudremukh, Chikkamagaluru",Adventure spot known for beauty.,2.9,Mahashivaratri,4616,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,8055
743,Sringeri,Mallige Stay,Nature,Winter,Trekking,"Sringeri, Chikkamagaluru",Nature spot known for beauty.,4,Mahashivaratri,6128,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7172
744,Sringeri,Krishna Retreat,Adventure,Summer,Boating,"Sringeri, Chikkamagaluru",Adventure spot known for nature.,3.4,Makar Sankranti,12270,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,3634
745,Chikmagalur City,Waterfall Homestay,Camping,Monsoon,Boating,"Chikmagalur City, Chikkamagaluru",Camping spot known for pilgrimage.,3,Ugadi,2633,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4190
746,Kudremukh,Ilkal Homestay,Pilgrimage,Monsoon,Temple visit,"Kudremukh, Chikkamagaluru",Pilgrimage spot known for peace.,3.8,Banashankari Jatre,7449,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,4006
747,Sringeri,Sharanas Guest House,Wildlife,Summer,Sightseeing,"Sringeri, Chikkamagaluru",Wildlife spot known for culture.,3.8,Banashankari Jatre,17229,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,8611
748,Mullayanagiri,Sharanas Camps,Heritage,Winter,Trekking,"Mullayanagiri, Chikkamagaluru",Heritage spot known for history.,3.4,Basava Jayanthi,19313,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,4690
749,Sringeri,Waterfall Homestay,Nature,Monsoon,Camping,"Sringeri, Chikkamagaluru",Nature spot known for nature.,2.4,Karthika Deepotsava,1727,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,5982
750,Sringeri,Nirvana Cottages,Cultural,Monsoon,Boating,"Sringeri, Chikkamagaluru",Cultural spot known for serenity.,4.6,Mahashivaratri,16137,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,2884
751,Mangalore,Heritage Homestay,Heritage,Winter,Boating,"Mangalore, Dakshina Kannada",Heritage spot known for adventure.,2.8,Ugadi,4296,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,7126
752,Ullal,Rudra Resort,Wildlife,Monsoon,Sightseeing,"Ullal, Dakshina Kannada",Wildlife spot known for serenity.,2.6,Banashankari Jatre,13844,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,8090
753,Moodbidri,Rudra Camps,Nature,Winter,Shopping,"Moodbidri, Dakshina Kannada",Nature spot known for serenity.,3.2,Diwali,21165,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,4348
754,Ullal,Waterfall Camps,Heritage,Winter,Camping,"Ullal, Dakshina Kannada",Heritage spot known for pilgrimage.,4.1,Basava Jayanthi,10138,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7807
755,Kukke Subramanya,Nirvana Guest House,Heritage,Summer,Boating,"Kukke Subramanya, Dakshina Kannada",Heritage spot known for beauty.,2.4,Diwali,3654,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,3353
756,Mangalore,Kalyani Retreat,Camping,Summer,Birdwatching,"Mangalore, Dakshina Kannada",Camping spot known for culture.,3.4,Mahashivaratri,23432,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4435
757,Mangalore,Kalyani Cottages,Adventure,Summer,Sightseeing,"Mangalore, Dakshina Kannada",Adventure spot known for nature.,4.3,Dasara,20018,https://www.raahghar.com/public/storage/image/stay/gallery/woodways-estate/dsfghjk.webp,7175
758,Dharmasthala,Waterfall Cottages,Cultural,Winter,Temple visit,"Dharmasthala, Dakshina Kannada",Cultural spot known for peace.,2.2,Mahashivaratri,1743,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,5240
759,Ullal,Vaibhava Homestay,Cultural,Monsoon,Shopping,"Ullal, Dakshina Kannada",Cultural spot known for peace.,4.9,Dasara,9937,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,4370
760,Mangalore,Kalyani Guest House,Cultural,Monsoon,Shopping,"Mangalore, Dakshina Kannada",Cultural spot known for pilgrimage.,4.6,Makar Sankranti,24990,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5190
761,Kukke Subramanya,Ilkal Inn,Nature,Summer,Temple visit,"Kukke Subramanya, Dakshina Kannada",Nature spot known for peace.,4.9,Mahashivaratri,9327,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,9468
762,Ullal,Ilkal Resort,Adventure,Monsoon,Shopping,"Ullal, Dakshina Kannada",Adventure spot known for peace.,1.8,Mahashivaratri,16586,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,2898
763,Mangalore,Krishna Camps,Wildlife,Summer,Trekking,"Mangalore, Dakshina Kannada",Wildlife spot known for serenity.,3.6,Diwali,3318,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9166
764,Mangalore,Rudra Stay,Adventure,Summer,Boating,"Mangalore, Dakshina Kannada",Adventure spot known for nature.,4.9,Dasara,7828,https://s3.ap-south-1.amazonaws.com/primary0101211/storage/picture/rooms/1%20(3).1_1561962987.jpg,4388
765,Kukke Subramanya,Kalyani Homestay,Cultural,Monsoon,Birdwatching,"Kukke Subramanya, Dakshina Kannada",Cultural spot known for beauty.,2.5,Dasara,24363,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,5598
766,Mangalore,Sharanas Homestay,Wildlife,Summer,Sightseeing,"Mangalore, Dakshina Kannada",Wildlife spot known for peace.,4.8,Dasara,2489,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8744
767,Kukke Subramanya,Mallige Cottages,Cultural,Summer,Sightseeing,"Kukke Subramanya, Dakshina Kannada",Cultural spot known for culture.,1.5,Mahashivaratri,20072,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,6009
768,Ullal,Nirvana Retreat,Wildlife,Winter,Shopping,"Ullal, Dakshina Kannada",Wildlife spot known for pilgrimage.,2.7,Mahashivaratri,22305,https://www.raahghar.com/public/storage/image/stay/gallery/chengappa-estate-homestead/ch3.webp,7282
769,Dharmasthala,Heritage Resort,Cultural,Monsoon,Birdwatching,"Dharmasthala, Dakshina Kannada",Cultural spot known for culture.,2,Banashankari Jatre,23755,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,6530
770,Dharmasthala,Rudra Inn,Heritage,Monsoon,Shopping,"Dharmasthala, Dakshina Kannada",Heritage spot known for history.,4.9,Makar Sankranti,8438,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,8615
771,Kukke Subramanya,Sharanas Inn,Pilgrimage,Monsoon,Camping,"Kukke Subramanya, Dakshina Kannada",Pilgrimage spot known for peace.,3.2,Diwali,10414,https://media2.thrillophilia.com/images/photos/000/045/476/original/1522492632_angana1.jpg?w=753&h=450&dpr=1.0,9136
772,Ullal,Waterfall Inn,Camping,Winter,Trekking,"Ullal, Dakshina Kannada",Camping spot known for nature.,1.7,Ugadi,18411,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEkc8lOD4vjprli8oWUVMvI0-JaucS3vlmG6oRwNn4SmcDOS0T862FwIyXrqMNvPAE5Mc&usqp=CAU,5482
773,Moodbidri,Krishna Resort,Wildlife,Summer,Camping,"Moodbidri, Dakshina Kannada",Wildlife spot known for history.,4.1,Makar Sankranti,13610,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8646
774,Dharmasthala,Kalyani Inn,Pilgrimage,Winter,Birdwatching,"Dharmasthala, Dakshina Kannada",Pilgrimage spot known for adventure.,1.6,Ugadi,11322,https://media1.thrillophilia.com/filestore/omuroqe39mlp3r9iyltqt4p82jr6_frndz.png?w=340&dpr=2,8802
775,Mangalore,Krishna Homestay,Adventure,Monsoon,Camping,"Mangalore, Dakshina Kannada",Adventure spot known for history.,4.5,Banashankari Jatre,3266,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,6626
776,Ullal,Kalyani Retreat,Adventure,Monsoon,Birdwatching,"Ullal, Dakshina Kannada",Adventure spot known for history.,1.7,Basava Jayanthi,3128,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTofPvQ27u835spih3hJa86LdwsLEV15vYoRw&s,9941
777,Ullal,Waterfall Guest House,Camping,Winter,Trekking,"Ullal, Dakshina Kannada",Camping spot known for pilgrimage.,2.2,Banashankari Jatre,22684,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,7395
778,Ullal,Rudra Cottages,Cultural,Winter,Boating,"Ullal, Dakshina Kannada",Cultural spot known for pilgrimage.,4.9,Karthika Deepotsava,12382,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7370
779,Kukke Subramanya,Heritage Stay,Adventure,Summer,Boating,"Kukke Subramanya, Dakshina Kannada",Adventure spot known for adventure.,3.7,Dasara,5731,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,3458
780,Dharmasthala,Waterfall Resort,Camping,Winter,Birdwatching,"Dharmasthala, Dakshina Kannada",Camping spot known for history.,2.6,Banashankari Jatre,8400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-XlIpOoZI9LL1WpdheSyx1nThPBjDYpwa_3r4j4fxn99wStSwfglIJ6b5_ziL77eO7ds&usqp=CAU,7831
781,Shravanabelagola,Rudra Stay,Nature,Monsoon,Shopping,"Shravanabelagola, Hassan",Nature spot known for peace.,4.5,Dasara,4788,https://a0.muscache.com/im/pictures/b82ce287-9d4e-4a34-82dc-4a806faf1911.jpg,3479
782,Hassan City,Sharanas Stay,Nature,Winter,Boating,"Hassan City, Hassan",Nature spot known for nature.,1.7,Dasara,9773,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,9854
783,Arsikere,Kalyani Homestay,Wildlife,Winter,Trekking,"Arsikere, Hassan",Wildlife spot known for peace.,4.8,Makar Sankranti,3056,https://r1imghtlak.mmtcdn.com/eb705ac8792311ec82780a58a9feac02.jpg,8688
784,Hassan City,Krishna Camps,Camping,Winter,Shopping,"Hassan City, Hassan",Camping spot known for culture.,4.1,Karthika Deepotsava,2956,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,7128
785,Hassan City,Kalyani Homestay,Cultural,Winter,Temple visit,"Hassan City, Hassan",Cultural spot known for history.,2.1,Ugadi,11301,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkUMkTEe9SHPtHE1pKE4tvQnS3JVM60CnlWA&s,9668
786,Halebidu,Nirvana Homestay,Nature,Monsoon,Sightseeing,"Halebidu, Hassan",Nature spot known for culture.,3.9,Diwali,24823,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,8212
787,Hassan City,Heritage Homestay,Pilgrimage,Monsoon,Boating,"Hassan City, Hassan",Pilgrimage spot known for beauty.,3.5,Diwali,9455,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNlQDuA4uXy6e7HO0hdGknDlcgPNo5H-bl3wcbh_XJCO7-SJysLJrzkaAxllvB_0LyUCw&usqp=CAU,5746
788,Shravanabelagola,Krishna Retreat,Adventure,Winter,Trekking,"Shravanabelagola, Hassan",Adventure spot known for culture.,2.6,Diwali,16165,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPo9864w6JH20BGSUDz5deyrUcITuTz2h-cw&s,4012
789,Shravanabelagola,Waterfall Retreat,Nature,Winter,Trekking,"Shravanabelagola, Hassan",Nature spot known for beauty.,3.1,Diwali,8829,https://www.raahghar.com/public/storage/image/stay/gallery/rahasya/1730184113_jhgtyujgtyhgfrdcvb.webp,5490
790,Halebidu,Ilkal Resort,Cultural,Summer,Shopping,"Halebidu, Hassan",Cultural spot known for history.,3.5,Dasara,16268,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,3664
791,Hassan City,Mallige Inn,Pilgrimage,Summer,Temple visit,"Hassan City, Hassan",Pilgrimage spot known for nature.,1.7,Ugadi,7992,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,6993
792,Belur,Waterfall Inn,Pilgrimage,Monsoon,Sightseeing,"Belur, Hassan",Pilgrimage spot known for adventure.,3.7,Mahashivaratri,14463,https://media1.thrillophilia.com/filestore/nvo0xhg6apoborpgftq98wacwvva_1583842082_1574170588_Photo_from_YOGESH_P_(3).jpg.jpg?w=340&dpr=2,6414
793,Arsikere,Nirvana Cottages,Wildlife,Winter,Temple visit,"Arsikere, Hassan",Wildlife spot known for adventure.,1.9,Dasara,24525,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,4373
794,Hassan City,Sharanas Retreat,Cultural,Winter,Shopping,"Hassan City, Hassan",Cultural spot known for serenity.,2.4,Banashankari Jatre,14337,https://media1.thrillophilia.com/filestore/gw9rxipribpuw1wen99wmxivaa2n_Single-cott-1-1.png?w=340&dpr=2,5482
795,Arsikere,Kalyani Guest House,Heritage,Winter,Temple visit,"Arsikere, Hassan",Heritage spot known for culture.,3,Basava Jayanthi,18905,https://cf.bstatic.com/xdata/images/hotel/max1024x768/506248607.jpg?k=d7800ceb5dd4d24ab94204b86183a81117dc84dd69f7bcf0f02ce5d3665c09a2&o=&hp=1,9539
